,SMILES,tasks,BRICS
3762,CC(=O)Nc1cccc(O)c1,BBBP,"{'[5*]N[5*]', '[16*]c1cccc(O)c1', '[1*]C(C)=O'}"
3763,COc1ccc(C2(c3cccc(-c4cccc(Cl)c4)c3)COC(N)=N2)cc1,BACE,"{'[13*]C1([13*])COC(N)=N1', '[16*]c1cccc([16*])c1', '[3*]OC', '[16*]c1ccc([16*])cc1', '[16*]c1cccc(Cl)c1'}"
3764,COCCC(=O)N(C)c1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1,Lipo,"{'[5*]N[5*]', '[1*]C(=O)CC[4*]', '[3*]OC', '[16*]c1ccc([16*])cc1', '[5*]N([5*])C', '[16*]c1ccncc1', '[14*]c1ncc2cc([16*])ccc2n1'}"
3765,NC(=O)c1cccc(OC2CCN(CC3CC3)CC2)c1,Lipo,"{'[6*]C(N)=O', '[16*]c1cccc([16*])c1', '[4*]C[8*]', '[5*]N1CCC([15*])CC1', '[15*]C1CC1', '[3*]O[3*]'}"
3766,CC(C)[C@@H](CN1CCCC1)N(C)C(=O)Cc1ccc(Cl)c(Cl)c1,BBBP,"{'[5*]N1CCCC1', '[5*]N([5*])C', '[4*]C[C@@H]([4*])C(C)C', '[16*]c1ccc(Cl)c(Cl)c1', '[1*]C(=O)C[8*]'}"
3767,CS(=O)(=O)c1cccc(Nc2nccc(Nc3cccc4c3OCO4)n2)c1,Lipo,"{'[5*]N[5*]', '[14*]c1ccnc([14*])n1', '[16*]c1cccc2c1OCO2', '[16*]c1cccc(S(C)(=O)=O)c1'}"
3768,CCCCCCO[N+](=O)[O-],FreeSolv,"{'[4*]CCCCCC', '[3*]O[N+](=O)[O-]'}"
3769,CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1,BBBP:Lipo,"{'[5*]N1CCN(C)CC1', '[1*]C(=O)C[4*]', '[5*]N1c2ccccc2C(=O)Nc2cccnc21'}"
3770,CN1C(=O)C(c2ccccc2)(c2ccncc2)N=C1N,BACE,"{'[16*]c1ccncc1', '[13*]C1([13*])N=C(N)N(C)C1=O', '[16*]c1ccccc1'}"
3771,CNC(=O)c1ccc(Nc2nccc(-c3cnc(C)n3C(C)C)n2)cc1,Lipo,"{'[5*]N[5*]', '[8*]C(C)C', '[5*]NC', '[16*]c1ccc([16*])cc1', '[1*]C([6*])=O', '[9*]n1c([14*])cnc1C', '[14*]c1ccnc([14*])n1'}"
3772,C[C@H]([NH2+][C@@H](CCc1ccccc1)C(=O)[O-])C(=O)N1CCC[C@H]1C(=O)[O-],ClinTox,"{'[1*]C(=O)[C@@H]([4*])C', '[5*][NH2+][5*]', '[5*]N1CCC[C@H]1[13*]', '[4*][C@@H](CC[8*])C(=O)[O-]', '[6*]C(=O)[O-]', '[16*]c1ccccc1'}"
3773,CCCN[C@H]1CCc2nc(N)sc2C1,Lipo,"{'[5*]N[5*]', '[15*][C@H]1CCc2nc(N)sc2C1', '[4*]CCC'}"
3774,O=S(=O)(NCC(c1ccccc1)N1CCCCCC1)c1ccc(Br)s1,Lipo,"{'[5*]N[5*]', '[12*]S(=O)(=O)c1ccc(Br)s1', '[16*]c1ccccc1', '[4*]CC([4*])[8*]', '[5*]N1CCCCCC1'}"
3775,O=C1C([O-])=C([C@H]2CC[C@H](c3ccc(Cl)cc3)CC2)C(=O)c2ccccc21,ClinTox,"{'[15*][C@H]1CC[C@H](C2=C([O-])C(=O)c3ccccc3C2=O)CC1', '[16*]c1ccc(Cl)cc1'}"
3776,CC(C)(C)c1cccc([C@@]2(c3ccccc3)[NH+]=C(N)N3CCCN=C32)c1,BACE,"{'[16*]c1cccc([16*])c1', '[8*]C(C)(C)C', '[13*]C1([13*])[NH+]=C(N)N2CCCN=C21', '[16*]c1ccccc1'}"
3777,COc1cc(OC2CCN(C)CC2)c2c(Nc3c(Cl)ccc4c3OCO4)ncnc2c1,Lipo,"{'[5*]N[5*]', '[3*]OC', '[15*]C1CCN(C)CC1', '[16*]c1c(Cl)ccc2c1OCO2', '[3*]O[3*]', '[14*]c1ncnc2cc([16*])cc([16*])c12'}"
3778,Oc1ncnc2onc(-c3ccc(F)cc3)c12,Lipo,"{'[16*]c1ccc(F)cc1', '[14*]c1noc2ncnc(O)c12'}"
3779,Cc1cc(Nc2nc(N[C@@H](C)c3ccc(F)cn3)cnc2C)n[nH]1,Lipo,"{'[5*]N[5*]', '[14*]c1ccc(F)cn1', '[4*][C@H]([8*])C', '[14*]c1cnc(C)c([14*])n1', '[14*]c1cc(C)[nH]n1'}"
3780,CCS(=O)(=O)c1ccc2c(c1)N(CCN1CCC(NCc3ccc4c(n3)NC(=O)CO4)CC1)C(=O)CO2,Lipo,"{'[5*]N[5*]', '[5*]N1CCC([15*])CC1', '[14*]c1ccc2c(n1)NC(=O)CO2', '[4*]C[8*]', '[4*]CCN1C(=O)COc2ccc(S(=O)(=O)CC)cc21'}"
3781,CCC1(C(C)C)C(=O)NC(=O)NC1=O,ESOL,"{'[8*]CC', '[8*]C(C)C', '[15*]C1([15*])C(=O)NC(=O)NC1=O'}"
3782,Cn1cc(C#N)cc1-c1c2c(=O)n(CC#N)c(=O)n(CC3CC3)c2nn1Cc1ccnc2ccc(Cl)cc12,Lipo,"{'[9*]n1nc2c(c1[14*])c(=O)n([9*])c(=O)n2[9*]', '[8*]CC#N', '[8*]C[8*]', '[16*]c1ccnc2ccc(Cl)cc12', '[15*]C1CC1', '[14*]c1cc(C#N)cn1C'}"
3783,CN(C(=O)NC(C)(C)c1ccccc1)c1ccccc1,ESOL,"{'[5*]N[5*]', '[4*]C([8*])(C)C', '[5*]N([5*])C', '[1*]C([1*])=O', '[16*]c1ccccc1'}"
3784,Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,ESOL,{'Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O'}
3785,CCCCCOC(=O)Nc1nc(=O)n([C@@H]2O[C@H](C)[C@@H](O)[C@H]2O)cc1F,ClinTox:Lipo,"{'[5*]N[5*]', '[13*][C@@H]1O[C@H](C)[C@@H](O)[C@H]1O', '[9*]n1cc(F)c([14*])nc1=O', '[1*]C([1*])=O', '[3*]O[3*]', '[4*]CCCCC'}"
3786,Nc1ccnc(-c2cccnc2)n1,Lipo,"{'[16*]c1cccnc1', '[14*]c1nccc(N)n1'}"
3787,c1ccc2c(c1)CCN(c1ccncc1)C2,Lipo,"{'[5*]N1CCc2ccccc2C1', '[16*]c1ccncc1'}"
3788,COc1ccc2nc(NC(=O)CCc3ccc(OC)c(OC)c3)sc2c1,Lipo,"{'[5*]N[5*]', '[3*]OC', '[1*]C(=O)CC[8*]', '[14*]c1nc2ccc([16*])cc2s1', '[16*]c1ccc([16*])c([16*])c1'}"
3789,O=C1c2ccccc2S(=O)(=O)N1CCCN1CCN(c2ncccn2)CC1,BBBP,"{'[14*]c1ncccn1', '[10*]N1C(=O)c2ccccc2S1(=O)=O', '[4*]CCC[8*]', '[5*]N1CCN([5*])CC1'}"
3790,CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)C[NH2+]C1(c2cn(C34CC5CC(CC(C5)C3)C4)nn2)CCCCC1,BACE,"{'[5*]N[5*]', '[5*][NH2+][5*]', '[15*]C12CC3CC(CC(C3)C1)C2', '[16*]c1cc(F)cc(F)c1', '[1*]C(C)=O', '[4*]CC(O)C([4*])C[8*]', '[4*]C1([15*])CCCCC1', '[9*]n1cc([14*])nn1'}"
3791,COc1cccc(C(=O)Nc2ccc(C)c(-n3cnc4ccc(N5CCN(C)CC5)cc4c3=O)c2)c1,Lipo,"{'[5*]N[5*]', '[16*]c1cccc([16*])c1', '[3*]OC', '[5*]N1CCN(C)CC1', '[9*]n1cnc2ccc([16*])cc2c1=O', '[16*]c1ccc(C)c([16*])c1', '[1*]C([6*])=O'}"
3792,Cn1sc(NCc2ccccc2)nc1=O,Lipo,"{'[5*]N[5*]', '[4*]C[8*]', '[14*]c1nc(=O)n(C)s1', '[16*]c1ccccc1'}"
3793,CCc1nc2cc(O)ccc2c(Oc2ccc(/C=C/C(=O)O)cc2)c1-c1ccccc1,Lipo,"{'[7*]C[8*]', '[8*]CC', '[7*]CC(=O)O', '[14*]c1nc2cc(O)ccc2c([16*])c1[16*]', '[16*]c1ccc([16*])cc1', '[3*]O[3*]', '[16*]c1ccccc1'}"
3794,CN(C)CCN1C(=O)CC(c2ccccc2)Sc2ccccc21,BBBP,"{'[5*]N(C)C', '[4*]CCN1C(=O)CC([13*])Sc2ccccc21', '[16*]c1ccccc1'}"
3795,CO[C@H]1C(=O)[C@]2(C)[C@@H](OC)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c3ccccc3)C(C)=C1C2(C)C,ClinTox,"{'[5*]N[5*]', '[3*]OC', '[1*]C(=O)[C@H](O)[C@@H]([4*])[8*]', '[3*]O[3*]', '[1*]C(C)=O', '[1*]C([1*])=O', '[15*][C@H]1C(=O)[C@@]2(C)[C@H]([C@H]([15*])[C@]3(O)C[C@H]([15*])C(C)=C1C3(C)C)[C@]1([15*])CO[C@@H]1C[C@@H]2[15*]', '[1*]C([6*])=O', '[4*]C(C)(C)C', '[16*]c1ccccc1'}"
3796,NC(=O)c1ccc(F)c2c1C[C@@H](N(C1CCC1)C1CCC1)CO2,BBBP,"{'[6*]C(N)=O', '[5*]N([5*])[5*]', '[15*]C1CCC1', '[15*][C@H]1COc2c(F)ccc([16*])c2C1'}"
3797,OC(OCC(COC(O)C(Cl)(Cl)Cl)(COC(O)C(Cl)(Cl)Cl)COC(O)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,BBBP,"{'[4*]C(O)C(Cl)(Cl)Cl', '[3*]O[3*]', '[4*]CC(C[4*])(C[4*])C[4*]'}"
3798,COc1cc(C(C)=O)ccc1OCCC[NH+]1CCC(c2noc3cc(F)ccc23)CC1,ClinTox,"{'[3*]OC', '[4*]CCC[4*]', '[16*]c1ccc([16*])c([16*])c1', '[3*]O[3*]', '[14*]c1noc2cc(F)ccc12', '[6*]C(C)=O', '[5*][NH+]1CCC([15*])CC1'}"
3799,CCC(N)Cc1c[nH]c2ccccc12,BBBP,"{'[8*]CC(N)CC', '[16*]c1c[nH]c2ccccc12'}"
3800,NC1=NC(c2ccccc2)(C2CCCCC2)C(=O)N1CCCCCC(=O)[O-],BACE,"{'[10*]N1C(=O)C([13*])([13*])N=C1N', '[8*]CCCCCC(=O)[O-]', '[15*]C1CCCCC1', '[16*]c1ccccc1'}"
3801,COc1ccc(Cl)c2c1CCCC2N(C)C,BBBP,"{'[3*]OC', '[16*]c1ccc(Cl)c2c1CCCC2N(C)C'}"
3802,COCCC#Cc1cccc([C@@]2(c3ccc(OC(F)F)cc3)N=C(N)N(C)C2=O)c1,BACE,"{'[3*]OC', '[16*]c1ccc([16*])cc1', '[4*]CCC#Cc1cccc([16*])c1', '[3*]OC(F)F', '[13*]C1([13*])N=C(N)N(C)C1=O'}"
3803,Nc1ccc(C(=O)Nc2cccc(-c3nc(N4CCOCC4)c4oc5ncccc5c4n3)c2)cn1,Lipo,"{'[5*]N[5*]', '[16*]c1cccc([16*])c1', '[5*]N1CCOCC1', '[1*]C([6*])=O', '[14*]c1nc([14*])c2oc3ncccc3c2n1', '[16*]c1ccc(N)nc1'}"
3804,C[C@H](Cn1cnc2c(N)ncnc21)OCP(=O)([O-])[O-],ClinTox,"{'[4*][C@H](C)C[8*]', '[3*]OCP(=O)([O-])[O-]', '[9*]n1cnc2c(N)ncnc21'}"
3805,CC(C)N(C(=O)C(c1cccnc1)C(CNC(=O)NCc1ccccc1F)c1ccccc1)C(C)C,Lipo,"{'[5*]N[5*]', '[4*]C[8*]', '[16*]c1ccccc1F', '[16*]c1cccnc1', '[1*]C([1*])=O', '[5*]N([5*])[5*]', '[4*]C(C)C', '[1*]C(=O)C([8*])C([8*])C[4*]', '[16*]c1ccccc1'}"
3806,Cc1[nH]c2nc(NCc3cccc(Br)c3)nn2c(=O)c1Cc1ccccc1,Lipo,"{'[5*]N[5*]', '[4*]C[8*]', '[14*]c1nc2[nH]c(C)c([16*])c(=O)n2n1', '[8*]C[8*]', '[16*]c1cccc(Br)c1', '[16*]c1ccccc1'}"
3807,N#Cc1nc(NC2CCCCC2)c(N)c(N2CCOCC2)n1,Lipo,"{'[5*]N[5*]', '[5*]N1CCOCC1', '[14*]c1nc(C#N)nc([14*])c1N', '[15*]C1CCCCC1'}"
3808,NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(O)C(O)C1O,BBBP,"{'[13*]C1OC([13*])C(O)C(N)C1O', '[8*]CO', '[15*]C1C(N)CC(N)C([15*])C1O', '[13*]C1OC([13*])C(O)C(O)C1O', '[3*]O[3*]', '[8*]CN'}"
3809,C[C@@](O)(C(=O)Nc1ccc(S(=O)(=O)NCCN2CCOCC2)cc1Cl)C(F)(F)F,Lipo,"{'[5*]N[5*]', '[1*]C(=O)[C@@](C)(O)C(F)(F)F', '[4*]CC[4*]', '[12*]S(=O)(=O)c1ccc([16*])c(Cl)c1', '[5*]N1CCOCC1'}"
3810,Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1,Lipo,"{'[5*]N[5*]', '[4*]CC[8*]', '[12*]S(=O)(=O)c1ccc([16*])cc1', '[1*]C([1*])=O', '[1*]C([6*])=O', '[15*]C1CCCCC1', '[14*]c1cnc(C)cn1'}"
3811,Clc1cccc(-n2nnnc2NCc2ccccc2Oc2ccccn2)c1Cl,Lipo,"{'[5*]N[5*]', '[14*]c1ccccn1', '[16*]c1ccccc1[16*]', '[4*]C[8*]', '[9*]n1nnnc1[14*]', '[16*]c1cccc(Cl)c1Cl', '[3*]O[3*]'}"
3812,O=C(c1cccc(Cl)c1Cl)N1CCN(c2ccccn2)CC1,Lipo,"{'[16*]c1cccc(Cl)c1Cl', '[14*]c1ccccn1', '[1*]C([6*])=O', '[5*]N1CCN([5*])CC1'}"
3813,COCc1cccc(-c2ccc(C3CC3c3cc(=O)n(C)c(N)n3)cc2)c1,BACE,"{'[14*]c1cc(=O)n(C)c(N)n1', '[16*]c1cccc([16*])c1', '[4*]C[8*]', '[3*]OC', '[16*]c1ccc([16*])cc1', '[15*]C1CC1[15*]'}"
3814,CCCC(CCC)(CCC)C(N)=O,BBBP,{'CCCC(CCC)(CCC)C(N)=O'}
3815,CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)C[NH2+]C1(c2cccc(-n3cccn3)c2)CCCOC1,BACE,"{'[5*]N[5*]', '[4*]C1([15*])CCCOC1', '[16*]c1cccc([16*])c1', '[5*][NH2+][5*]', '[16*]c1cc(F)cc(F)c1', '[9*]n1cccn1', '[1*]C(C)=O', '[4*]CC(O)C([4*])C[8*]'}"
3816,CC(C)Oc1cccc(C[NH+]2CCC3(CC2C)CN(C(C)C)S(=O)(=O)N3c2cccc(F)c2)c1,BACE,"{'[16*]c1cccc([16*])c1', '[4*]C[8*]', '[5*]N1CC2(CC[NH+]([5*])C(C)C2)N([5*])S1(=O)=O', '[4*]C(C)C', '[16*]c1cccc(F)c1', '[3*]O[3*]'}"
3817,CCCSc1nc(N[C@@H]2C[C@H]2c2ccccc2)c2nnn([C@@H]3C[C@H](O)[C@@H](O)[C@H]3O)c2n1,Lipo,"{'[5*]N[5*]', '[4*]CCC', '[11*]S[11*]', '[9*]n1nnc2c([14*])nc([14*])nc21', '[15*][C@@H]1C[C@H](O)[C@@H](O)[C@H]1O', '[15*][C@@H]1C[C@H]1[15*]', '[16*]c1ccccc1'}"
3818,O=c1[nH]n(Cc2ccccn2)c(=O)c2c(=O)c3ccc(Cl)cc3[nH]c12,Lipo,"{'[9*]n1[nH]c(=O)c2[nH]c3cc(Cl)ccc3c(=O)c2c1=O', '[14*]c1ccccn1', '[8*]C[8*]'}"
3819,O=c1[nH]n(Cc2cc3ccccc3s2)c(=O)c2c(=O)c3ccc(Cl)cc3[nH]c12,Lipo,"{'[9*]n1[nH]c(=O)c2[nH]c3cc(Cl)ccc3c(=O)c2c1=O', '[14*]c1cc2ccccc2s1', '[8*]C[8*]'}"
3820,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)[O-])=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)C(=O)C1=O,ClinTox,"{'[5*]N[5*]', '[8*]CC', '[1*]C(=O)[C@H]([4*])[8*]', '[11*]S[11*]', '[16*]c1ccc(O)cc1', '[14*]c1nnnn1C', '[1*]C([1*])=O', '[4*]CC1=C(C(=O)[O-])N2C(=O)[C@@H]([15*])[C@H]2SC1', '[10*]N1CCN([10*])C(=O)C1=O'}"
3821,COc1ccc(Oc2ccc(NC(=O)N(C)C)cc2)cc1,ESOL,"{'[5*]N[5*]', '[3*]OC', '[16*]c1ccc([16*])cc1', '[1*]C([1*])=O', '[5*]N(C)C', '[3*]O[3*]'}"
3822,O=[N+]([O-])c1cccc2ccccc12,ESOL,{'O=[N+]([O-])c1cccc2ccccc12'}
3823,Clc1cccc(Cl)c1-c1c(Cl)cccc1Cl,ESOL:FreeSolv,{'[16*]c1c(Cl)cccc1Cl'}
3824,O=c1[nH]c(-c2ccc([N+](=O)[O-])cc2)nc2ccccc12,Lipo,"{'[14*]c1nc2ccccc2c(=O)[nH]1', '[16*]c1ccc([N+](=O)[O-])cc1'}"
3825,CC(NN)c1ccccc1,BBBP,"{'[8*]C(C)NN', '[16*]c1ccccc1'}"
3826,CCC(C)(C)C1C(=O)N2CCCC2C2(O)OC(NC(=O)C3CC4c5cccc6[nH]cc(c56)CC4[NH+](C)C3)(C(C)C)C(=O)N12,ClinTox,"{'[5*]N[5*]', '[8*]C(C)C', '[1*]C([6*])=O', '[4*]C1([13*])OC2(O)C3CCCN3C(=O)C([13*])N2C1=O', '[15*]C1CC2c3cccc4[nH]cc(c34)CC2[NH+](C)C1', '[8*]C(C)(C)CC'}"
3827,CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)Oc3ccccc3)c3ccccc3)C(=O)N2[C@H]1C(=O)O,BBBP,"{'[5*]N[5*]', '[6*]C(=O)O', '[1*]C(=O)C([8*])C([1*])=O', '[13*][C@@H]1N2C(=O)[C@@H]([15*])[C@H]2SC1(C)C', '[3*]O[3*]', '[16*]c1ccccc1'}"
3828,COCC(=O)NC(Cc1cccc(-c2nccn2C)c1)C(O)C[NH2+]C1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,BACE,"{'[5*]N[5*]', '[16*]c1cccc([16*])c1', '[3*]OC', '[1*]C(=O)C[4*]', '[8*]CC(C)(C)C', '[14*]c1nccn1C', '[5*][NH2+]C1CC2(CCC2)Oc2ncc([16*])cc21', '[4*]CC(O)C([4*])C[8*]'}"
3829,Clc1ccccc1-c1cnn[nH]1,Lipo,"{'[14*]c1cnn[nH]1', '[16*]c1ccccc1Cl'}"
3830,Cc1ccc(C=O)cc1,FreeSolv,{'Cc1ccc(C=O)cc1'}
3831,Cc1cccc(Nc2ncnc3ccccc23)c1,Lipo,"{'[5*]N[5*]', '[16*]c1cccc(C)c1', '[14*]c1ncnc2ccccc12'}"
3832,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1I,ClinTox,"{'[8*]CO', '[13*][C@H]1C[C@H](O)[C@@H]([13*])O1', '[9*]n1cc(I)c(=O)[nH]c1=O'}"
3833,CCCCN(C)C(=O)n1cc(C(=O)NC(Cc2cc(F)cc(F)c2)C(O)C[NH2+]Cc2cccc(OC)c2)c2ccc(F)cc21,BACE,"{'[5*]N[5*]', '[16*]c1cccc([16*])c1', '[3*]OC', '[5*][NH2+][5*]', '[4*]C[8*]', '[5*]N([5*])C', '[4*]CCCC', '[16*]c1cc(F)cc(F)c1', '[1*]C([6*])=O', '[1*]C(=O)n1cc([16*])c2ccc(F)cc21', '[4*]CC(O)C([4*])C[8*]'}"
3834,CC12CC(=O)C3C(CCC4=CC(=O)CCC43C)C1CCC2=O,ESOL,{'CC12CC(=O)C3C(CCC4=CC(=O)CCC43C)C1CCC2=O'}
3835,CC(C)(CS(=O)(=O)N1CCN(c2ccc(F)cc2)CC1)N(O)C=O,Lipo,"{'[16*]c1ccc(F)cc1', '[12*]S(=O)(=O)CC(C)(C)N(O)C=O', '[5*]N1CCN([5*])CC1'}"
3836,CC(=O)N(CC(O)CN(C(C)=O)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I,ClinTox,"{'[5*]N[5*]', '[5*]N([5*])[5*]', '[4*]CC(O)CO', '[1*]C(C)=O', '[1*]C([6*])=O', '[16*]c1c(I)c([16*])c(I)c([16*])c1I', '[4*]CC(O)C[4*]'}"
3837,CCN[C@H](Cc1ccccc1)[C@H]1CCCO1,BBBP,"{'[5*]N[5*]', '[4*]CC', '[4*][C@@H]([8*])C[8*]', '[13*][C@H]1CCCO1', '[16*]c1ccccc1'}"
3838,CCOC(=O)C1(c2ccccc2)CCN(C)CC1,BBBP:Lipo,"{'[4*]CC', '[16*]c1ccccc1', '[1*]C([6*])=O', '[3*]O[3*]', '[15*]C1([15*])CCN(C)CC1'}"
3839,Nc1nc2cc3c(cc2s1)CCN(Cc1ccccc1)CC3,Lipo,"{'[5*]N1CCc2cc3nc(N)sc3cc2CC1', '[4*]C[8*]', '[16*]c1ccccc1'}"
3840,[NH3+]CCc1cc[nH]n1,ClinTox,"{'[14*]c1cc[nH]n1', '[8*]CC[NH3+]'}"
3841,COc1cc(N2CC3CN(CCO)CC(C2)O3)ccc1Nc1ncc(Cl)c(-c2cnc3ccccn23)n1,Lipo,"{'[5*]N[5*]', '[3*]OC', '[5*]N1CC2CN([5*])CC(C1)O2', '[14*]c1ncc(Cl)c([14*])n1', '[4*]CCO', '[16*]c1ccc([16*])c([16*])c1', '[14*]c1cnc2ccccn12'}"
3842,CN(C)CCOc1cc(NS(=O)(=O)c2c(Cl)cc(C(F)(F)F)cc2Cl)ccc1Cl,Lipo,"{'[16*]c1ccc(Cl)c([16*])c1', '[5*]N[5*]', '[4*]CC[4*]', '[12*]S(=O)(=O)c1c(Cl)cc([16*])cc1Cl', '[5*]N(C)C', '[8*]C(F)(F)F', '[3*]O[3*]'}"
3843,CONC(=O)c1cnc(N2CCC(NC(=O)c3[nH]c(C)c(Cl)c3Cl)CC2)s1,Lipo,"{'[5*]N[5*]', '[5*]N1CCC([15*])CC1', '[6*]C(=O)NOC', '[14*]c1cnc([14*])s1', '[1*]C([6*])=O', '[14*]c1[nH]c(C)c(Cl)c1Cl'}"
3844,Cc1ccc(S(=O)(=O)Nc2c(C(=O)NC3CCCCC3C)c(C)nn2-c2ccccc2)cc1,Lipo,"{'[5*]N[5*]', '[12*]S(=O)(=O)c1ccc(C)cc1', '[9*]n1nc(C)c([16*])c1[14*]', '[15*]C1CCCCC1C', '[1*]C([6*])=O', '[16*]c1ccccc1'}"
3845,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Br,ClinTox,{'FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Br'}
3846,O=C1CCC(=O)N1C(CCc1ccncc1)COc1ccc(-c2cccc([N+](=O)[O-])c2)cc1,Lipo,"{'[16*]c1cccc([N+](=O)[O-])c1', '[16*]c1ccc([16*])cc1', '[10*]N1C(=O)CCC1=O', '[4*]CC([8*])CC[8*]', '[16*]c1ccncc1', '[3*]O[3*]'}"
3847,CC[C@@H](CO)NCCN[C@@H](CC)CO,BBBP,"{'[5*]N[5*]', '[4*]CC[4*]', '[4*][C@@H](CC)CO'}"
3848,CCN(CC)C(C)C(=O)c1ccccc1,Lipo,"{'[5*]N([5*])[5*]', '[4*]CC', '[4*]C(C)C([6*])=O', '[16*]c1ccccc1'}"
3849,CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)C[NH2+]C1(c2cccc(C(C)(C)C)c2)CCCN(C(N)=O)C1,BACE,"{'[5*]N[5*]', '[16*]c1cccc([16*])c1', '[5*][NH2+][5*]', '[4*]C1([15*])CCCN([5*])C1', '[1*]C(N)=O', '[16*]c1cc(F)cc(F)c1', '[1*]C(C)=O', '[4*]CC(O)C([4*])C[8*]', '[8*]C(C)(C)C'}"
3850,CN1C(=O)C[C@](C)(CCc2ccccc2)N=C1N,BACE,"{'[13*][C@@]1(C)CC(=O)N(C)C(N)=N1', '[8*]CC[8*]', '[16*]c1ccccc1'}"
3851,O=C(O)[C@H](Cc1ccccc1)N1CCC(CN2CCC(Oc3ccc(CO)c(Cl)c3)CC2)CC1,Lipo,"{'[5*]N1CCC([15*])CC1', '[4*]C[8*]', '[16*]c1ccc([16*])c(Cl)c1', '[8*]CO', '[3*]O[3*]', '[4*][C@@H](C[8*])C(=O)O', '[16*]c1ccccc1'}"
3852,CN1C(=O)C(c2cccc(-c3cccnc3)c2)(c2ccc3c(c2)CCO3)N=C1N,BACE,"{'[16*]c1cccc([16*])c1', '[16*]c1cccnc1', '[16*]c1ccc2c(c1)CCO2', '[13*]C1([13*])N=C(N)N(C)C1=O'}"
3853,O=C(COCc1ccncc1)N1CCC(c2ccc(Cl)cc2)CC1,Lipo,"{'[5*]N1CCC([15*])CC1', '[4*]C[8*]', '[1*]C(=O)C[4*]', '[16*]c1ccc(Cl)cc1', '[16*]c1ccncc1', '[3*]O[3*]'}"
3854,CCCCCC=O,ESOL:FreeSolv,{'CCCCCC=O'}
3855,O=[N+]([O-])O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2O,ClinTox,"{'[15*][C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2O', '[3*]O[N+](=O)[O-]'}"
3856,CC(=O)c1ccc2c(c1)N(CCCN1CCN(CCO)CC1)c1ccccc1S2,BBBP,"{'[6*]C(C)=O', '[4*]CCC[4*]', '[4*]CCO', '[5*]N1c2ccccc2Sc2ccc([16*])cc21', '[5*]N1CCN([5*])CC1'}"
3857,CCOC=O,ESOL:FreeSolv,"{'[3*]OC=O', '[4*]CC'}"
3858,CCOc1noc2cc(OCCC3CCN(c4ccc(C)nn4)CC3)ccc12,Lipo,"{'[5*]N1CCC([15*])CC1', '[14*]c1noc2cc([16*])ccc12', '[4*]CC', '[14*]c1ccc(C)nn1', '[3*]O[3*]', '[4*]CC[8*]'}"
3859,CN1CCN(C(=O)c2cc3cc(Cl)ccc3[nH]2)CC1,Lipo,"{'[1*]C([6*])=O', '[5*]N1CCN(C)CC1', '[14*]c1cc2cc(Cl)ccc2[nH]1'}"
3860,CCNC(=O)c1cc2c(-n3ccc(C(F)(F)F)n3)c(-c3cncc(C#N)c3)cnc2[nH]1,Lipo,"{'[5*]N[5*]', '[14*]c1cc2c([16*])c([16*])cnc2[nH]1', '[4*]CC', '[1*]C([6*])=O', '[9*]n1ccc([14*])n1', '[8*]C(F)(F)F', '[16*]c1cncc(C#N)c1'}"
3861,C=CCOc1cc(-c2cccc3c(=O)cc(N4CCOCC4)oc23)ccc1NC(=O)CN1CCOCC1,Lipo,"{'[5*]N[5*]', '[1*]C(=O)C[4*]', '[14*]c1cc(=O)c2cccc([16*])c2o1', '[5*]N1CCOCC1', '[16*]c1ccc([16*])c([16*])c1', '[3*]O[3*]', '[4*]CC=C'}"
